code,nom_voie,type_voie,arr
3998,ranelach,rue du,16
3999,ranelacgh,square du,16
4000,raoul,rue,12
4001,rapée,quai de la,12
4002,raphael,avenue,16
4003,rapp,avenue,7
4004,rapp,square,7
4005,raspail,boulevard,6-7-14
4006,rasselins,rue des,20
4007,rataud,rue,5
4008,rauch,passage,11
4009,ravignan,rue,18
4010,raymond,passage,13
4011,raymond-losserand,rue,14
4012,raymond-poincaré,avenue,16
4013,raynaud,cité,14
4014,raynouard,rue,16
4015,raynouard,square,16
4016,réale,rue de la,1
4017,réaumur,rue,2-3
4018,rébeval,allée,19
4019,rébeval,rue,19
4020,recamier,rue,7
4021,recollets,passage des,10
4022,recollets,rue des,10
4023,recteur-poincare,avenue du,16
4024,reculettes,rue des,13
4025,redon,rue,17
4026,regard,rue du,6
4027,regis,rue,6
4028,reglisses,rue des,20
4029,regnard,rue,6
4030,regnault,rue,13
4031,reilhac,passage,10
4032,reille,avenue,14
4033,reille,impasse,14
4034,reims,boulevard de,17
4035,reims,rue de,13
4036,reine-astrid,place de la,8
4037,reine-blanche,rue de la,13
4038,reine-de-hongrie,passage de la,1
4039,rembrandt,rue,8
4040,remusat,rue de,16
4041,rémy-dumoncel,rue,14
4042,remy-et-jean-de-gourmont,rue,19
4043,renaissance,rue de la,8
4044,renaissance,villa de la,19
4045,renard,rue du,4
4046,renault,rue,11
4047,rendez-vous,cité du,12
4048,rendez-vous,rue du,12
4049,rené,passage,11
4050,rené-bazin,rue,16
4051,rené-boulanger,rue,10
4052,rené-boylesve,avenue,16
4053,rené-panhard,rue,13
4054,renée-pauline,rue,6
4055,rennequin,rue,17
4056,rennes,place de,6
4057,rennes,rue de,6
4058,rentiers,villa des,13
4059,repos,rue du,20
4060,république,avenue de la,11
4061,république,place de la,3-10-11
4062,résal,rue,13
4063,réservoirs,rue des,16
4064,retiro,cité du,8
4065,retrait,passage du,20
4066,retrait,rue du,20
4067,reuilly,boulevard de,12
4068,reuilly,rue de,12
4069,réunion,impasse de la,20
4070,réunion,passage de la,3
4071,réunion,place de la,20
4072,réunion,rue de la,20
4073,rhin,rue du,19
4074,rhone,square du,17
4075,ribéra,rue,16
4076,riberolle,villa,20
4077,ribet,impasse,15
4078,riblette,rue,20
4079,ribot,cité,11
4080,riboutté,rue,9
4081,ricaut,passage,13
4082,richard,impasse,15
4083,richard,passage,17
4084,richard-lenoir,boulevard,11
4085,richard-lenoir,rue,11
4086,richelieu,passage de,1
4087,richelieu,rue de,1-2
4088,richemont,rue de,13
4089,richepanse,rue,1-8
4090,richer,rue,9
4091,richerand,avenue,10
4092,richomme,rue,18
4093,ridder,rue de,14
4094,rigault,impasse,15
4095,rigny,rue de,8
4096,rigoles,cité des,20
4097,rigoles,rue des,20
4098,rimbaud,villa,19
4099,rimbaut,passage,14
4100,rio-de-janeiro,place,8
4101,riquet,rue,18-19
4102,riverin,cité,10
4103,riviere,passage,20
4104,rivoli,rue de,1-4
4105,robert,impasse,18
4106,robert-blache,rue,10
4107,robert-de-flers,avenue,16
4108,robert-estienne,rue,8
4109,robert-fleury,rue,15
4110,robert-houdin,rue,11
4111,robert-lecoin,rue,16
4112,robert-lindet,rue,15
4113,robert-lindet,villa,15
4114,robert-planquette,rue,18
4115,robert-turquan,rue,16
4116,roberval,rue,17
4117,robiac,square,7
4118,robineau,rue,20
4119,robiquet,impasse,6
4120,rocamadour,square,16
4121,rochambeau,place,16
4122,rochambeau,rue,9
4123,rochebrune,passage,11
4124,rochebrune,rue,11
4125,rochechouart,boulevard de,9-18
4125 bis,rochechouart,cité de,9
4126,rochechouart,rue de,9
4127,rocher,rue du,8
4128,rocroy,rue de,10
4129,rodenbach,allée,14
4130,rodier,rue,9
4131,rodin,avenue,16
4132,rodin,place,16
4133,roger,rue,14
4134,roger-bacon,rue,17
4135,rohan,cour de,6
4136,rohan,rue de,1
4137,roi-d'alger,passage du,18
4138,roi-d'alger,rue du,18
4139,roi-de-sicile,rue du,4
4140,roi-doré,rue du,3
4141,roi-francois,cour du,2
4142,roland-garros,square,20
4143,roli,rue,14
4144,rolleboise,impasse,20
4145,rollin,rue,5
4146,romain-rolland,boulevard,14
4147,romainville,rue de,19
4148,rome,cour de,3
4149,rome,rue de,8-17
4150,ronce,impasse,20
4151,ronce,passage,20
4152,rondeaux,passage des,20
4153,rondeaux,rue des,20
4154,rondelet,rue,12
4155,rondonneaux,rue des,20
4156,ronsard,rue,18
4157,ronsin,impasse,15
4158,roquepine,rue,8
4159,roquette,cité de la,11
4160,roquette,rue de la,11
4161,rosa-bonheur,rue,15
4162,rosenwald,rue,15
4163,roses,rue des,18
4164,rosière,rue de la,15
4165,rosiers,rue des,4
4166,rossini,rue,9
4167,rothschild,impasse,18
4168,rotrou,rue,6
4169,rottembourg,rue,12
4170,roubaix,place de,10
4171,roubo,rue,11
4172,rouelle,rue,15
4173,rouen,rue de,19
4174,rouet,impasse du,14
4175,rouge,passage,11
4176,rougemont,cité,9
4177,rougemont,rue,9
4178,rouget-de-lisle,rue,1
4179,roule,rue du,1
4180,roule,square du,8
4181,rousselet,rue,7
4182,roussin,impasse,15
4183,routy-philippe,impasse,20
4184,rouvet,rue,19
4185,rouvray,avenue de,16
4186,roux,impasse,17
4186 bis,roy,rue,8
4187,royale,rue,8
4187 bis,royer-collard,impasse,5
4188,royer-collard,rue,5
4189,rubens,rue,13
4190,rude,rue,16
4191,rudel,passage,13
4192,ruelle,passage,18
4193,ruhmkorff,rue,17
4194,ruisseau,impasse du,18
4195,ruisseau,rue du,18
4196,rungis,place de,13
4197,rungis,rue de,13
4198,ruysdael,avenue,8
4199,sabliere,rue de la,14
4200,sablonniere,rue de la,15
4201,sablons,rue des,16
4202,sablonville,rue de,17
4203,sabot,rue du,6
4204,sacre-coeur,cité du,18
4205,sacre-coeur,parvis du,18
4206,sadi-carnot,avenue,15
4207,sadi-carnot,villa,19
4208,sahel,rue du,12
4209,sahel,villa du,12
4210,said,villa,16
4211,saida,rue de la,15
4212,saicon,rue de,16
4213,saillard,rue,14
4214,saint-amand,rue,15
4215,saint-ambroise,passage,11
4216,saint-ambroise,rue,11
4217,saint-andré-des-arts,place,6
4218,saint-andré-des-arts,rue,6
4219,saint-ange,impasse,17
4220,saint-antoine,cour,12
4221,saint-antoine,passage,11
4222,saint-antoine,rue,4
4223,saint-antoine,rue du faubourg,11-12
4224,saint-augustin,place,8
4225,saint-augustin,rue,2
4226,saint-benoit,rue,6
4227,saint-bernard,passage,11
4228,saint-bernard,quai,5
4229,saint-bernard,rue,11
4230,saint-blaise,place,20
4231,saint-blaise,rue,20
4232,saint-bon,rue,4
4233,saint-bruno,rue,18
4234,saint-charles,cour,12
4235,saint-charles,impasse,15
4236,saint-charles,passage,17
4237,saint-charles,place,15
4238,saint-charles,rond-point,15
4239,saint-charles,rue,15
4240,saint-chaumont,cité,19
4241,saint-christophe,rue,15
4242,saint-claude,impasse,3
4243,saint-claude,rue,3
4244,saint-denis,boulevard,2-3-10
4245,saint-denis,impasse,2
4246,saint-denis,rue,1-2
4247,saint-denis,rue du faubourg,10
4248,saint-didier,rue,16
4249,saint-dominique,rue,7
4250,saint-eleuthére,rue,18
4251,saint-eloi,cour,12
4252,saint-esprit,cour,11
4253,saint-etienne-du-mont,rue,5
4254,saint-eustache,impasse,1
4255,saint-exupery,avenue,16
4256,saint-fargeau,place,20
4257,saint-fargeau,rue,20
4258,saint-ferdinand,place,17
4259,saint-ferdinand,rue,17
4260,saint-fiacre,impasse,4
4261,saint-fiacre,rue,2
4262,saint-florentin,rue,1-8
4263,saint-francois,cour,12
4264,saint-francois,impasse,18
4265,saint-georges,place,9
4266,saint-georges,rue,9
4267,saint-germain,boulevard,5-6-7
4268,saint-germain-l'auxerrois,rue,1
4269,saint-germain-des-pres,place,6
4270,saint-gervais,place,4
4271,saint-gilles,rue,3
4272,saint-gothard,rue du,14
4273,saint-guillaume,rue,7
4274,saint-hippolyte,rue,13
4275,saint-honoré,rue,1-8
4276,saint-honoré,rue du faubourg,8
4277,saint-honoré-d'eylau,avenue,16
4278,saint-hubert,rue,11
4279,saint-hyacinthe,rue,1
4280,saint-irénée,impasse,11
4281,saint-jacques,boulevard,14
4282,saint-jacques,place,14
4283,saint-jacques,rue,5
4284,saint-jacques,rue du faubourg,14
4285,saint-jacques,villa,14
4286,saint-jean,rue,17
4287,saint-jérome,rue,18
4288,saint-joseph,cour,11
4289,saint-joseph,rue,2
4290,saint-jules,passage,18
4291,saint-julien-le-pauvre,rue,5
4292,saint-just,rue,17
4293,saint-lambert,rue,15
4294,saint-laurent,cité,10
4295,saint-laurent,rue,10
4296,saint-lazare,rue,8-9
4297,saint-louis,cour,11
4298,saint-louis-en-l'isle,rue,4
4299,saint-luc,rue,18
4300,saint-mandé,avenue de,12
4301,saint-mande,villa de,12
4302,saint-marc,rue,2
4303,saint-marceaux,rue,17
4304,saint-marcel,boulevard,5-13
4305,saint-martin,boulevard,3-10
4306,saint-martin,cité,10
4307,saint-martin,rue,3-4
4308,saint-martin,rue du faubourg,10
4309,saint-mathieu,rue,18
4310,saint-maur,cour,10
4311,saint-maur,passage,11
4312,saint-maur,rue,10-11
4313,saint-maurice,avenue de,12
4314,saint-médard,rue,5
4315,saint-merri,rue,4
4316,saint-michel,boulevard,5-6
4317,saint-michel,cité,11
4318,saint-michel,passage,17
4319,saint-michel,place,5-6
4320,saint-michel,quai,5
4321,saint-michel,villa,18
4322,saint-nicolas,cour,11
4323,saint-nicolas,rue,12
4324,saint-ouen,avenue de,17-18
4325,saint-ouen,impasse,17
4326,saint-paul,impasse,20
4327,saint-paul,passage,4
4328,saint-paul,rue,4
4329,saint-philippe,rue,2
4330,saint-philippe-du-roule,passage,8
4331,saint-philippe-du-roule,rue,8
4332,saint-pierre,impasse,20
4333,saint-pierre,place,18
4334,saint-pierre-amelot,passage,11
4335,saint-placide,rue,6
4336,saint-quentin,rue de,10
4337,saint-roch,passage,1
4338,saint-roch,rue,1
4339,saint-romain,rue,6
4340,saint-romain,square,6
4341,saint-rustique,rue,18
4342,saint-sabin,passage,11
4343,saint-sabin,rue,11
4344,saint-saens,rue,15
4345,saint-sauveur,rue,2
4346,saint-sebastien,impasse,11
4347,saint-sebastien,passage,11
4348,saint-sébastien,rue,11
4349,saint-senoch,rue de,17
4350,saint-séverin,rue,5-6
4351,saint-simon,rue,7
4352,saint-spire,rue,2
4353,saint-sulpice,place,6
4354,saint-sulpice,rue,6
4355,saint-thomas-d'aquin,place,7
4356,saint-thomas-d'aquin,rue,7
4357,saint-victor,rue,5
4358,saint-vincent,impasse,19
4359,saint-vincent,rue,18
4360,saint-vincent-de-paul,rue,10
4361,saint-yves,rue,14
4362,sainte-anastase,rue,3
4363,sainte-anne,passage,2
4364,sainte-anne,rue,1-2
4365,sainte-anne-popincourt,passage,11
4366,sainte-apolline,rue,2-3
4367,sainte-avoie,passage,3
4368,sainte-beuve,rue,6
4369,sainte-cecile,rue,9
4370,sainte-claire-deville,rue,12
4371,sainte-croix-de-la-bretonnerie,rue,4
4372,sainte-croix-de-la-bretonnerie,square,4
4373,sainte-elisabeth,rue,3
4374,sainte-elisabeth,villa,13
4375,sainte-eugénie,avenue,15
4376,sainte-félicité,impasse,15
4377,sainte-foy,passage,2
4378,sainte-foy,rue,2
4379,sainte-genevieve,place,5
4380,sainte-hélene,rue de,13
4381,sainte-isaure,rue,18
4382,sainte-léonie,impasse,14
4383,sainte-lucie,rue,15
4384,sainte-marie,avenue,12
4385,sainte-marie,villa,20
4386,sainte-marthe,rue,10
4387,sainte-monique,impasse,18
4388,sainte-opportune,place,1
4389,sainte-opportune,rue,1
4390,saints-peres,rue des,6-7
4391,saints-simoniens,passage des,20
4392,saintonge,rue de,3
4393,salarnier,passage,11
4394,salneuve,rue,17
4395,salomon-de-caus,rue,3
4396,salonique,avenue de,17
4397,salpetriere,rue de la,13
4398,sambre-et-meuse,rue de,10
4399,samson,rue,13
4400,sancerrois,square du,12
4401,sandrié,impasse,9
4402,santé,rue de la,13-14
4403,sante,ruelle de la,13
4404,santerre,rue,12
4405,santeuil,rue,5
4406,santos-dumont,rue,15
4407,santos-dumont,villa,15
4408,sanzel,cité,19
4409,saone,rue de la,14
4410,sarasate,rue,15
4411,sarrette,rue,14
4412,satan,impasse,20
4413,sauffroy,rue,17
4414,saules,rue des,18
4415,saulnier,rue,9
4416,saumon,impasse,20
4417,saussaies,place des,8
4418,saussaies,rue des,8
4419,saussier-leroy,rue,17
4420,saussure,rue de,17
4421,sauvage,rue,13
4422,sauvageot,rue,14
4423,sauval,rue,2
4424,savart,passage,20
4425,savies,rue de,20
4426,savoie,rue de,6
4427,savorgnan-de-brazza,rue,7
4428,saxe,avenue de,7-15
4429,saxe,villa de,7
4430,say,rue,9
4431,scheffer,rue,16
4432,scheffer,villa,16
4433,schoelcher,rue,14
4434,schomberg,rue de,4
4435,schubert,rue,20
4436,schutzenberger,rue,15
4437,scipion,rue,5
4438,scribe,rue,9
4439,sébastien-bottin,rue,7
4440,sébastien-mercier,rue,15
4441,sebastopol,boulevard de,1-2-3-4
4442,secrétan,avenue,19
4443,sedaine,cours,11
4444,sedaine,rue,11
4445,sédillot,rue,7
4446,sédillot,square,7
4447,séguier,rue,6
4448,ségur,avenue de,7-15
4449,ségur,villa de,7
4450,seine,quai de la,19
4451,seine,rue de,6
4452,selves,avenue de,8
4453,sénégal,rue du,20
4454,senlis,rue de,17
4455,sentier,rue du,2
4456,sept-arpents,rue des,19
4457,sergent-bauchat,rue du,12
4458,sergent-hoff,rue du,17
4459,sergent-maginot,rue du,16
4460,serpente,rue,6
4461,serpollet,rue,20
4462,serret,rue,15
4463,sérurier,boulevard,19
4464,servan,rue,11
4465,servan,square,11
4466,servandoni,rue,6
4467,seurat,villa,14
4468,severo,rue,14
4469,seveste,rue,18
4470,sévigné,rue de,3-4
4471,sevres,rue de,6-7-15
4472,sextius-michel,rue,15
4473,seze,rue de,8-9
4474,sfax,rue de,16
4475,siam,rue de,16
4476,sibour,rue,10
4477,sibuet,rue,12
4478,sidi-brahim,rue de,12
4479,sigaud,passage,13
4480,silvestre-de-sacy,avenue,7
4481,simart,rue,18
4482,simon-bolivar,avenue,19
4483,simon-dereure,rue,18
4484,simon-le-franc,rue,4
4485,simonet,rue,13
4486,simplon,rue du,18
4487,singer,passage,16
4488,singer,rue,16
4489,singes,passage des,4
4490,sisley,rue,17
4491,sivel,rue,14
4492,smala,rue de la,15
4493,soeur-rosalie,avenue de la,13
4494,soissons,rue de,19
4495,soleil,rue du,20
4496,soleil-d'or,ruelle du,15
4497,soleillet,rue,20
4498,solférino,rue de,7
4499,solidarité,rue de la,19
4500,solitaires,rue des,19
4501,somme,boulevard de la,17
4502,sommeiller,villa,16
4503,sommet-des-alpes,rue du,15
4504,sontay,rue de,16
4505,sophie-germain,rue,14
4506,sorbier,rue,20
4507,sorbonne,place de la,5
4508,sorbonne,rue de la,5
4509,souchet,villa,20
4510,souchier,villa,16
4511,soudan,rue du,15
4512,soufflot,rue,5
4513,souhaits,impasse des,20
4514,soult,boulevard,12
4515,soupirs,passage des,20
4516,source,rue de la,16
4517,souzy,cité,11
4518,spinoza,rue,11
4519,spontini,rue,16
4520,spontini,villa,16
4521,square,avenue du,16
4522,square-carpeaux,rue du,18
4523,stael,rue de,15
4524,stalingrad,place,10
4525,stanislas,rue,6
4526,stanislas-meunier,rue,20
4527,station,sentier de la,19
4528,station-de-boulainvilliers,passage de la,20
4529,station-de-menilmontaint,passage de la,20
4530,steinkerque,rue de,18
4531,steinlen,rue,18
4532,stemler,cité,19
4533,stendhal,passage,20
4534,stendhal,rue,20
4535,stendhal,villa,20
4536,stéphane-mallarmé,avenue,17
4537,stephen-pichon,avenue,13
4538,stéphenson,rue,18
4539,sthrau,rue,13
4540,stinville,passage,12
4541,stockholm,rue de,8
4542,strasbourg,boulevard de,10
4543,strasbourg,rue de,10
4544,stuart-merrill,place,17
4545,suchet,boulevard,16
4546,sud,passage du,19
4547,suez,rue de,18
4548,suffren,avenue de,7-15
4549,suger,rue,6
4550,suisses,passage des,14
4551,suisses,rue des,14
4552,sully,rue de,4
4553,sully-prudhomme,avenue,7
4554,surcouf,rue,7
4555,suréne,rue de,8
4556,surmelin,passage du,20
4557,surmelin,rue du,20
4558,sycomores,avenue des,16
4559,tacherie,rue de la,4
4560,taclet,rue,20
4561,tage,rue du,13
4562,taillade,avenue,20
4563,taillandiers,passage des,11
4564,taillandiers,rue des,11
4565,taillebourg,avenue de,11
4566,taine,rue,12
4567,taitbout,rue,9
4568,taiti,rue de,12
4569,talleyrand,rue de,7
4570,talma,rue,16
4571,talmouse,sentier de la,19
4572,talus,cité du,18
4573,talus,impasse du,18
4574,talus-du-cours,rue du,12
4575,tandou,rue,19
4576,tanger,rue de,19
4577,tanneries,rue des,13
4578,tarbé,rue,17
4579,tardieu,rue,18
4580,tarn,square du,17
4581,taylor,rue,10
4582,teheran,rue de,8
4583,telegraphe,passage du,20
4584,telegraphe,rue du,20
4585,temple,boulevard du,3-11
4586,temple,rue du,3-4
4587,temple,rue du faubourg du,10-11
4588,tenaille,passage,14
4589,tennis,rue des,18
4590,ternaux,rue,11
4591,ternes,avenue des,17
4592,ternes,place des,17
4593,ternes,rue des,17
4594,terrage,rue du,10
4595,terrasse,rue de la,17
4596,terrasse,villa de la,17
4597,terre-neuve,rue de,20
4598,terres-au-cure,rue des,13
4599,tertre,impasse du,18
4600,tertre,place du,18
4601,tessier,rue,15
4602,tesson,rue,10
4603,texel,rue du,14
4604,thann,rue de,17
4605,théatre,rue du,15
4606,theate-francais,place du,1
4607,thénard,rue,5
4608,theodore-de-banville,rue,17
4609,théodore-deck,rue,15
4610,théodore-deck,villa,15
4611,théodore-hamont,rue,12
4612,théodore-judlin,square,15
4613,théodore-rousseau,avenue,16
4614,théodule-ribot,rue,17
4615,théophile-gautier,avenue,16
4616,théophile-gautier,square,16
4617,théophile-roussel,rue,12
4618,theophraste-renaudot,rue,15
4619,therese,rue,1
4620,thermopyles,rue des,14
4621,théruin,passage,11
4622,thibaud,rue,14
4623,thibouméry,rue,15
4624,thiéré,passage,11
4625,thierry-de-martel,boulevard,16
4626,thiers,rue,16
4627,thiers,square,16
4628,thimerais,square du,17
4629,thimonnier,rue,9
4630,thionville,passage,19
4631,thionville,rue de,19
4632,tholozé,rue,18
4633,thomire,rue,13
4634,thorel,rue,2
4635,thoréton,impasse,15
4636,thorigny,place de,3
4637,thorigny,rue de,3
4638,thouin,rue,5
4639,thuré,cité,15
4640,thureau-dangin,rue,15
4641,tibre,rue du,13
4642,tilleuls,avenue des,16
4643,tilsitt,rue de,8-17
4644,tiphaine,rue,15
4645,tiquetonne,rue,2
4646,tiron,rue,4
4647,tisserand,rue,15
4648,titien,rue,13
4649,titon,rue,11
4650,tlemcen,rue de,20
4651,tocqueville,rue de,17
4652,tocqueville,square de,17
4653,tolain,rue,20
4654,tolbiac,rue de,13
4655,tolstoi,square,16
4656,tombe-issoire,rue de la,14
4657,tombouctou,rue de,18
4658,torcy,rue de,18
4659,torricelli,rue,17
4660,toul,rue de,12
4661,toullier,rue,5
4662,toulouse,rue de,19
4663,toulouse-lautrec,rue,17
4664,tour,rue de la,16
4665,tour,villa de la,16
4666,tour de vanves,passage de la,14
4667,tour-des-dames,rue de la,9
4668,tourelles,passage des,20
4669,tourelles,rue des,20
4670,tourlaque,rue,18
4671,tournefort,rue,5
4672,tournelle,quai de la,5
4673,tournelles,rue des,3-4
4674,tourneux,impasse,12
4675,tourneux,rue,12
4676,tournon,rue de,6
4677,tournus,rue,15
4678,tourtille,rue de,20
4679,tourville,avenue de,7
4680,toussaint-feron,rue,13
4681,toustain,rue,6
4682,touzelin,passage,17
4683,touzet,impasse,20
4684,tracy,rue de,2
4685,traeger,cité,18
4686,trainée,impasse,18
4687,traktir,rue de,16
4688,transvaal,rue du,20
4689,traversiere,rue,12
4690,trébert,passage,17
4691,treilhard,rue,8
4692,trésor,rue du,4
4693,trétaigne,rue de,18
4694,trévise,cité de,9
4695,trévise,rue de,9
4696,trinité,passage de la,2
4697,trinité,rue de la,9
4698,tripière,impasse de la,13
4699,trocadéro,place du,16
4700,trocadéro,square du,16
4701,trois-bornes,cité des,11
4702,trois-bornes,rue des,11
4703,trois-couronnes,rue des,11
4704,trois-freres,cour des,11
4705,trois-freres,rue des,18
4706,trois-portes,rue des,5
4707,trois-soeurs,impasse des,11
4708,trois-visages,impasse des,1
4709,tronchet,rue,8-9
4710,trone,avenue du,11-12
4711,trone,passage du,11
4712,tronson-du-coudray,rue,8
4713,trousseau,rue,11
4714,troyon,rue,17
4715,trubert-bellier,passage,13
4716,trudaine,avenue,9
4717,trudaine,square,9
4718,truffaut,rue,17
4719,truillot,impasse,11
4720,tuileries,quai des,1
4721,tunis,rue de,11
4722,tunnel,cité du,19
4723,tunnel,rue du,19
4724,turbigo,rue de,1-2-3
4725,turenne,rue de,3-4
4726,turgot,rue,9
4727,turin,rue de,8
4728,turquetil,passage,11
4729,ulm,rue d',5
4730,ulysse-trelat,rue,13
4731,union,cité de l',20
4732,union,passage de l',7
4733,union,square de l',16
4734,université,rue de l',7
4735,urfé,square d',16
4736,ursins,rue des,4
4737,ursulines,rue des,5
4738,uzés,rue d',2
4739,vacelet,impasse,13
4740,vacheron,cité,11
4741,valadon,rue,7
4742,val-de-grace,rue du,5
4743,valence,rue de,5
4744,valenciennes,rue de,10
4745,valentin,villa,13
4746,valentin-hauy,rue,15
4747,valette,rue,5
4748,valhubert,place,5-13
4749,vallée-de-fécamp,impasse de la,12
4750,vallees,chemin des,20
4751,vallet,passage,13
4752,valmy,impasse de,7
4753,valmy,passage,17
4754,valmy,quai de,10
4755,valois,avenue de,8
4756,valois,place de,1
4757,valois,rue de,1
4758,vandal,impasse,14
4759,vandal,rue,14
4760,vandamme,impasse,14
4761,vandamme,rue,14
4762,vandrezanne,passage,13
4763,vandrezanne,rue,13
4764,van-dyck,avenue,8
4765,vaneau,cité,7
4766,vaneau,rue,79
4767,van-loo,rue,16
4768,vanves,passage de,14
4769,var,square du,20
4770,varenne,cité de,7
4771,varenne,rue de,7
4772,varet,rue,15
4773,varize,rue de,16
4774,vasco-de-gama,rue,15
4775,vassou,impasse,12
4776,vauban,place,7
4777,vaucanson,rue,3
4778,vaucluse,square de,17
4779,vaucouleurs,rue de,11
4780,vaudremer,rue,19
4781,vaugelas,rue,15
4782,vaugirard,boulevard de,15
4783,vaugirard,rue de,6-15
4784,vaugirard-nouveau,avenue de,15
4785,vauquelin,rue,5
4786,vauvenargues,rue,18
4787,vauvenargues,villa,18
4788,vauvilliers,rue,1
4789,vavin,avenue,6
4790,vavin,rue,6
4791,véga,rue de la,12
4792,veissiere,cour,11
4793,velasquez,avenue,8
4794,velay,square du,13
4795,vélodrome,rue du,16
4796,vendome,passage,33
4797,vendome,place,1
4798,venise,rue de,4
4799,ventadour,rue,1
4800,véran,impasse,20
4801,vercingétorix,rue,14
4802,verdeau,passage,93
4803,verderet,rue,16
4804,verdi,rue,16
4805,verdun,avenue de,10
4806,verdun,impasse de,19
4807,verdun,place de,17
4808,verdun,square de,10
4809,verel,villa,14
4810,vergennes,square,15
4811,vergniaud,rue,13
4812,verhaeren,allée,14
4813,vérité,passage de la,1
4814,verlaine,villa,19
4815,vermandois,square du,19
4816,vermenouze,square,5
4817,vernet,rue,8
4818,verneuil,rue de,7
4819,vernier,rue,17
4820,verniquet,rue,17
4821,vero-dodat,galerie,1
4822,véron,cité,18
4823,véron,rue,18
4824,veronese,rue,13
4825,verrerie,rue de la,4
4826,versailles,avenue de,16
4827,versigny,rue,18
4828,vert-bois,passage du,3
4829,vert-bois,rue du,3
4830,vertus,rue des,3
4831,verzy,avenue de,17
4832,vésale,rue,5
4833,vezelay,rue,8
4834,viala,rue,15
4835,viallet,passage,11
4836,viarmes,rue de,1
4837,vichy,rue de,15
4838,vicq-d'azir,rue,10
4839,victoire,rue de la,9
4840,victoires,place des,1-2
4841,victor,boulevard,15
4842,victor-chevreuil,rue,12
4843,victor-considérant,rue,14
4844,victor-cousin,rue,5
4845,victor-dejeante,rue,20
4846,victor-dupuy,rue,15
4847,victor-galland,rue,15
4848,victor-gelez,rue,11
4849,victor-hugo,avenue,16
4850,victor-hugo,place,16
4851,victor-hugo,villa,16
4852,victor-letalle,rue,20
4853,victor-marchand,passage,13
4854,victor-massé,rue,9
4855,victoria,avenue,1-4
4856,victorien-sardou,rue,16
4857,victorien-sardou,square,16
4858,victorien-sardou,villa,16
4859,vidal-de-la-blache,rue,20
4860,vide-gousset,rue,2
4861,vieille-du-temple,rue,3-4
4862,vienne,rue de,8
4863,vierge,passage de la,7
4864,viete,rue,17
4865,vieux-colombier,rue du,6
4866,vigée-lebrun,rue,15
4867,vignes,rue des,16
4868,vignoles,impasse des,20
4869,vignoles,rue des,20
4870,vignon,rue,8-9
4871,vigues,cour,11
4872,vilin,passage,20
4873,vilin,rue,20
4874,villa-de-la-reunion,grande avenue de la,16
4875,villafranca,rue de,15
4876,villaret-de-joyeuse,rue,17
4877,villaret-de-joyeuse,square,17
4878,villars,avenue de,7
4879,villebois-mareuil,rue,17
4880,villedo,rue,1
4881,villegranges,rue des,20
4882,villehardouin,rue,3
4883,ville-l'eveque,rue de la,8
4884,villemain,avenue,14
4885,ville-neuve,rue de la,2
4886,villersexel,rue de,7
4887,villette,boulevard de la,10-19
4888,villette,rue de la,19
4889,villiers,avenue de,17
4890,villiers-de-l'isle-adam,impasse,20
4891,villiers-de-l'isle-adam,rue,20
4892,villiot,rue,12
4893,vinaigriers,cours des,10
4894,vinaigriers,rue des,10
4895,vincennes,cours de,12-20
4896,vincent,rue,19
4897,vincent-compoint,rue,18
4898,vincent-d'indy,avenue,12
4899,vindé,cité,1
4900,vineuse,rue,16
4901,vingt-cinq-aout-1944,place du,14
4902,vingt-neuf-juillet,rue du,1
4903,vintimille,rue de,9
4904,violet,place,15
4905,violet,rue,15
4906,violet,villa,15
4907,viollet-le-duc,rue,9
4908,vion-whitcomb,avenue,16
4909,virginie,villa,14
4910,viroflay,rue de,15
4911,visconti,rue,6
4912,visitation,passage de la,7
4913,vistule,rue de la,13
4914,vital,rue,16
4915,vitruve,rue,20
4916,vivarais,square du,17
4917,vivienne,rue,21
4918,volga,impasse du,20
4919,volga,rue du,20
4920,volney,rue,2
4921,volontaires,rue des,15
4922,volta,rue,3
4923,voltaire,boulevard,11
4924,voltaire,cité,11
4925,voltaire,place,11
4926,voltaire,quai,7
4927,voltaire,rue,11
4928,voltaire,rue,13
4929,volubilis,rue des,13
4930,vosges,place des,3-4
4931,vouillé,rue de,15
4932,voulzie,rue de la,20
4933,voute,passage de la,12
4934,voute,rue de la,12
4935,vulpian,rue,13
4936,wagram,avenue de,8-17
4937,wagram,place de,17
4938,wagram-saint-honore,villa,8
4939,waldeck-rousseau,rue,17
4940,wallons,rue des,13
4941,washington,rue,8
4942,watt,rue,13
4943,watteau,rue,13
4944,wattieaux,passage,19
4945,wattignies,impasse de,12
4946,wattignies,rue de,12
4947,wauxhall,cité du,10
4948,weber,rue,16
4949,westermann,rue,20
4950,wilfrid-laurier,rue,14
4951,wilhem,rue,16
4952,willette,square,18
4953,wurtz,rue,13
4954,xaintrailles,rue,13
4955,xavier-privas,rue,5
4956,yser,boulevard de l',17
4957,yvart,rue,15
4958,yves-du-manoir,avenue,17
4959,yves-toudic,rue,10
4960,yvette,rue de l',16
4961,yvon-villarceau,rue,16
4962,zone,boulevard de la,13
4963,zone,rue de la,12
