code,nom_voie,type_voie,arr
1024,cheysson,villa,16
1025,chifflart,rue,20
1026,chine,rue de la,20
1027,choiseul,passage,2
1028,choiseul,rue de,2
1029,choisy,avenue de,13
1030,chomel,rue,7
1031,choron,rue,93
1032,christi,impasse,17
1033,christian-dewet,rue,12
1034,christiani,rue,18
1035,christine,rue,6
1036,christophe-colomb,rue,8
1037,cicé,rue de,6
1038,cimarosa,rue,16
1039,cimetiere-des-batignolles,avenue du,17
1040,cimetiere-st-benoit,rue du,5
1041,cinq-diamants,rue des,13
1042,cirque,rue du,8
1043,ciseaux,rue des,6
1044,cité,rue de la,4
1045,cité-universitaire,rue de la,14
1046,citeaux,rue de,12
1047,civiale,rue,10
1048,civry,rue de,16
1049,clairaut,rue,17
1050,clairvaux,impasse de,3
1051,clapeyron,rue,8
1052,claude-bernard,rue,5
1053,claude-chahu,rue,16
1054,claude-debussy,rue,17
1055,claude-debussy,square,17
1056,claude-decaen,rue,12
1057,claude-lorrain,rue,16
1058,claude-lorrain,villa,16
1059,claude-monet,villa,19
1060,claude-pouillet,rue,17
1061,claude-terrasse,rue,16
1062,claude-tillier,rue,12
1063,claude-vellefaux,avenue,10
1064,clauzel,rue,9
1065,clavel,rue,19
1066,clef,rue de la,5
1067,clémence-royer,rue,1
1068,clément,rue,61
1069,clement-marot,rue,18
1070,cler,rue,7
1071,cléry,passage de,2
1072,cléry,rue de,25
1073,clichy,avenue de,17
1074,clichy,boulevard de,9
1075,clichy,passage de,18
1076,clichy,place de,8-9-17-18
1077,clichy,rue de,9
1078,clignancourt,impasse de,18
1079,clignancourt,rue de,18
1080,clignancourt,square de,18
1081,clisson,impasse,13
1082,clisson,rue,13
1083,cloche,rue de la,20
1084,cloche-perce,rue,4
1085,clodion,rue,15
1086,cloitre-notre-dame,rue du,4
1087,cloitre-saint-merri,rue du,4
1088,clos,cité des,20
1089,clos,rue du,20
1090,clos-bruneau,passage du,5
1091,clos-feuquieres,rue du,15
1092,clos-lamotte,sente du,19
1093,clotaire,rue,5
1094,clotilde,rue,5
1095,cloture,rue de la,19
1096,clouet,rue,15
1097,clovis,rue,5
1098,clovis-hugues,rue,18
1099,cloys,impasse des,18
1100,cloys,passage des,18
1101,cloys,rue des,18
1102,cluny,rue de,5
1103,cochin,rue,5
1104,coetlogon,rue,6
1105,coeur-de-vey,impasse,14
1106,cognacq-jay,rue,71
1107,colas,rue,14
1108,colbert,galerie,2
1109,colbert,rue,2
1109 bis,coligny,rue de,4
1110,colisée,rue du,8
1111,collegiale,rue de la,5
1112,collet,villa,14
1113,collette,rue,17
1114,colin,passage,9
1115,colmar,rue de,19
1116,colombe,rue de la,4
1117,colonel-bonnet,avenue du,16
1118,colonel-combes,rue du,7
1119,colonel-domine,avenue du,12
1120,colonel-driant,rue du,1
1121,colonel-fabien,place du,10-19
1122,colonel-moll,rue du,17
1123,colonel-monteil,rue du,14
1124,colonel-oudot,rue du,12
1125,colonels-renard,rue des,17
1126,colonie,rue de la,13
1127,colonnes,rue des,2
1128,colonnes-du-trone,rue des,12
1129,comete,rue de la,7
1130,commaille,rue de,7
1131,commandant-guilbaud,rue du,16
1132,commandant-lamy,rue du,11
1133,commandant-léandri,rue du,15
1134,commandant-marchand,rue du,16
1135,commandant-riviere,rue du,8
1136,commanderie,boulevard de la,19
1137,commandeur,rue du,14
1138,commerce,impasse du,15
1139,commerce,place du,15
1140,commerce,rue du,15
1141,commerce-saint-andre-des-arts,cour du,6
1142,commerce-saint-andre-des-arts,passage du,6
1143,commerciale,cité,10
1144,commines,rue,3
1145,compans,impasse,19
1146,compans,rue,19
1147,compans,villa,19
1148,compiegne,rue de,10
1149,compoint,impasse,17
1150,concorde,place de la,8
1151,condé,rue de,6
1152,condillac,rue,11
1153,condorcet,cité,9
1154,condorcet,rue,9
1155,congo,rue du,12
1156,conseiller-collignon,rue du,16
1157,conservatoire,rue du,9
1158,constance,rue,18
1159,constant-berthaut,rue,20
1160,constant-coquelin,avenue,7
1161,constantine,rue de,7
1162,constantinople,rue de,8
1163,constantin-pecqueur,place,18
1164,conté,rue,33
1165,conti,impasse de,6
1166,conti,quai,6
1167,contrescarpe,place de la,5
1168,convention,rue de la,15
1169,conventionnel-chiappe,rue du,13
1170,cope,impasse,18
1171,copenhague,rue de,8
1172,copernic,rue,16
1173,copernic,villa,16
1174,copreau,rue,15
1175,coq,avenue du,9
1176,coq-héron,rue du,1
1177,coquilliere,rue,1
1178,corbera,avenue,12
1179,corbineau,rue,12
1180,corbon,rue,15
1181,cordelieres,rue des,13
1182,corderie,rue de la,3
1183,cordon-boussard,impasse,20
1184,corentin-cariou,avenue,19
1185,coriolis,rue,12
1186,cormier,rue du,19
1187,corneille,rue,6
1188,corot,rue,16
1189,correze,rue de la,19
1190,corse,quai de,4
1191,cortambert,rue,16
1192,cortot,rue,18
1193,corvetto,rue,8
1194,corvisart,rue,13
1195,cossonnerie,rue de la,1
1196,cotentin,rue du,15
1197,cothenet,rue,16
1198,cottages,rue des,18
1199,cotte,rue de,12
1200,cottin,passage,18
1201,couche,rue,14
1202,coulmiers,rue de,14
1203,coulon,impasse,20
1204,courat,passage,20
1205,courat,rue,20
1206,courbet,passage,19
1207,courcelles,boulevard de,8-17
1208,courcelles,rue de,8-17
1209,cour des noues,rue de la,20
1210,cournot,rue,15
1211,couronnes,impasse des,20
1212,couronnes,rue des,20
1213,courtalon,rue,1
1214,courteline,avenue,12
1215,courtois,passage,11
1216,courty,rue de,7
1217,coustou,rue,18
1218,coutellerie,rue de la,4
1219,coutures-st-gervais,rue des,3
1220,coypel,rue,12
1221,coysevox,rue,18
1222,crébillon,rue,6
1223,credit-lyonnais,impasse du,13
1224,crémieux,rue,12
1225,crespin-du-gast,rue,11
1226,crétet,rue,9
1227,crevaux,rue,16
1228,crillon,rue,4
1229,crimée,passage de,19
1230,crimée,rue de,19
1231,crins,impasse des,20
1232,crocé-spinelli,rue,14
1233,croisic,square du,15
1234,croissant,rue du,2
1235,croix-des-petits-champs,rue,1
1236,croix-faubin,rue de la,11
1237,croix-jarry,rue de la,13
1238,croix-nivert,rue de la,15
1239,croix-nivert,villa de la,15
1240,croix-rouge,carrefour de la,6
1241,croix-saint-simon,rue de la,20
1242,cronstadt,rue de,15
1243,cronstadt,villa,19
1244,croulebarbe,rue,13
1245,crozatier,impasse,12
1246,crozatier,rue,12
1247,crussol,cité de,11
1248,crussol,rue de,11
1249,gugnot,rue,18
1250,cujas,rue,6
1251,cunin-gridaine,rue,13
1252,curé,impasse du,18
1253,cure,rue de la,16
1254,curial,rue,19
1255,custine,rue,18
1256,cuvier,rue,5
1257,cygne,rue du,1
1258,cyrano-de-bergerac,rue,18
1259,dagurno,passage,20
1260,dagorno,rue,12
1261,daguerre,rue,14
1262,dahomey,rue du,11
1263,dalayrac,rue,2
1264,dalloz,rue,13
1265,dalou,rue,15
1266,dames,rue des,17
1267,damesme,impasse,13
1268,damesme,rue,13
1269,damiette,rue de,2
1270,damoye,cour,11
1271,dampierre,rue,19
1272,damrémont,rue,18
1273,damrémont,villa,18
1274,dancourt,place,18
1275,dancourt,rue,18
1276,dancourt,villa,18
1277,dangeau,rue,16
1278,danielle-casanova,rue,1-2
1279,daniel-lesueur,avenue,7
1280,daniel-stern,rue,15
1281,dante,rue,5
1282,danton,rue,6
1283,dantzig,passage de,15
1284,dantzig,rue de,15
1285,danube,hameau du,19
1286,danube,place du,19
1287,danube,villa du,19
1288,danville,rue,14
1289,dany,impasse,8
1290,darboy,rue,11
1291,darcet,rue,17
1292,darcy,rue,20
1293,dardanelles,rue des,17
1294,dareau,passage,14
1295,dareau,rue,14
1296,darmesteter,rue,13
1297,daru,rue,8
1298,darwin,rue,18
1299,daubenton,rue,5
1300,daubigny,rue,17
1301,daumesnil,avenue,12
1302,daumesnil,villa,12
1303,daumier,rue,16
1304,daunay,impasse,11
1305,daunay,passage,18
1306,daunou,rue,2
1307,dauphine,passage,6
1308,dauphine,place,11
1309,dauphine,rue,6
1310,dautancourt,rue,17
1311,daval,rue,11
1312,david-d'angers,rue,19
1313,daviel,rue,13
1314,daviel,villa,13
1315,davioud,rue,16
1316,davout,boulevard,20
1317,davy,rue,17
1318,debarcadere,rue du,17
1319,debelleyme,rue,3
1320,debergue,cité,12
1321,debidour,avenue,19
1322,debille,cour,11
1323,debille,passage,13
1324,debrousse,rue,16
1325,debucourt,rue,17
1326,decamps,rue,16
1327,dechambre,passage,15
1328,déchargeurs,rue des,1
1329,decrés,impasse,14
1330,decres,rue,14
1331,défense,impasse de la,18
1332,degas,rue,16
1332 bis,degrés,rue des,25
1333,deguerry,rue,11
1334,deguingand,rue,17
1335,dejean,rue,18
1336,delaitre,rue,20
1337,delaizement,rue,17
1338,delambre,rue,14
1339,delambre,square,14
1340,delanos,passage,10
1341,delaunay,cité,11
1342,delaunay,impasse,11
1343,delbet,rue,14
1344,delcassé,avenue,8
1345,delecourt,avenue,15
1346,delépine,impasse,11
1347,delessert,boulevard,16
1348,delessert,passage,10
1349,delesseux,passage,19
1350,deligny,impasse,17
1351,deloder,villa,13
1352,delouvain,rue,19
1353,delta,rue du,9
1354,demarquay,rue,10
1355,denain,boulevard de,10
1356,denfert-rochereau,avenue,14
1357,denfert-rochereau,place,14
1358,denis-poisson,rue,17
1359,denoyez,rue,20
1360,déodat-de-severac,rue,17
1361,deparcieux,rue,14
1362,départ,passage du,14
1363,départ,rue du,14
1364,département,rue du,19
1365,depinoy,rue,14
1366,desaix,rue,15
1367,desaix,square,15
1368,desargues,rue,11
1369,desaugiers,rue,16
1370,desault,rue,13
1371,desbordes-valmore,rue,16
1372,descartes,rue,5
1373,deschamps,passage,20
1374,descombes,rue,17
1375,desgenettes,rue,7
1376,desgrais,passage,19
1377,deshayes,villa,14
1378,désir,passage du,10
1379,désiré-ruggieri,rue,18
1380,désirée,rue,20
1381,désirée,villa,20
1382,desnouettes,rue,15
1383,desnouettes,square,15
1384,despréaux,avenue,16
1385,desprez,rue,14
1386,desrenaudes,rue,17
1387,dessous-des-berges,rue du,13
1388,deux-anges,impasse des,6
1389,deux-avenues,rue des,13
1390,deux-boules,rue des,1
1391,deux-cousins,impasse des,17
1392,deux-écus,place des,1
1393,deux-gares,rue des,10
1394,deux-nethes,impasse des,18
1395,deux-ponts,rue des,4
1396,deux-portes,impasse des,20
1397,deux-soeurs,passage des,9
1398,deveria,rue,20
1399,dhéron,impasse,20
1400,dhuis,rue de la,20
1401,diard,rue,18
1402,diderot,boulevard,12
1403,didot,rue,14
1404,dietz-monnin,villa,16
1405,dieu,passage,20
1406,dieu,rue,10
1407,dieulafoy,rue,13
1408,dijon,rue de,12
1409,division-leclerc,avenue de la,16
1410,dixmude,boulevard de,17
1411,dobropol,rue du,17
1412,docteur-alfred-fournier,place du,10
1413,docteur-blanche,rue du,16
1414,docteur-blanche,square du,16
1415,docteur-bourneville,rue du,13
1416,docteur-brouardel,avenue du,7
1417,docteur-charles-richet,rue du,13
1418,docteurs-dejerine,rue des,20
1419,docteur-felix-lobligeois,place du,17
1420,docteur-finlay,rue du,15
1421,docteur-germain-see,rue du,16
1422,docteur-gley,avenue du,20
1423,docteur-goujon,rue du,12
1424,docteur-heulin,rue du,17
1425,docteur-jacquemaire-clemenceau,rue du,15
1426,docteur-labbe,rue du,20
1427,docteur-lancereaux,rue du,8
1428,docteur-landouzy,rue du,13
1429,docteur-lannelongue,avenue du,14
1430,docteur-laurent,rue du,13
1431,docteur-lecene,rue du,13
1432,docteur-leray,rue du,13
1433,docteur-lucas-championniere,rue du,13
1434,docteur-magnan,rue du,13
1435,docteur-paquelin,rue du,20
1436,docteur-paul-brousse,rue du,17
1437,docteur-paul-michaus,place du,16
1438,docteur-potain,rue du,19
1439,docteur-roux,rue du,15
1440,docteur-salmon,rue du,12
1441,docteur-tuffier,rue du,13
1442,docteur-victor-hutinel,rue du,13
1443,dode-de-la-brunerie,avenue,16
1444,doisy,passage,17
1445,dolomieu,rue,5
1446,domat,rue,5
1447,dombasle,impasse de,15
1448,dombasle,passage de,15
1449,dombasle,rue de,15
1450,dome,rue du,16
1451,domrémy,rue de,13
1452,donizetti,rue,16
1453,dordogne,square de la,17
1454,doré,cité,13
1455,dorees,sente des,19
1456,dorian,avenue,12
1457,dorian,rue,12
1458,dosne,rue,16
1459,douai,rue de,9
1460,souane,rue de la,10
1461,douanier,rue du,14
1462,douaumont,boulevard de,17
1463,doudeauville,rue,18
1464,dragon,cour du,6
1465,dragon,rue du,63
1466,dreux,rue de,17
1467,drevet,rue,18
1468,driancourt,passage,12
1469,drouot,rue,9
1470,druinot,impasse,12
1471,dubail,passage,10
1472,duban,rue,16
1473,dubois,passage,19
1474,dubourg,cite,20
1475,dubrunfaut,rue,12
1476,duc,rue,18
1477,du gange,rue,14
1478,duchefdelaville,passage,13
1479,duchefdelaville,rue,13
1480,ducouédic,rue,14
1481,dupouy,passage,11
1482,duée,passage de la,20
1483,duée,rue de la,20
1484,dufrenoy,rue,16
1485,dufresne,villa,16
1486,dugommier,rue,12
1487,duguay-trouin,rue,6
1488,duguesclin,passage,15
1489,duguesclin,rue,15
1490,duhesme,passage,18
1491,duhesme,rue,18
1492,dulac,rue,15
1493,dulaure,rue,20
1494,dulong,rue,17
1495,dumas,passage,11
1496,duméril,rue,13
1497,dumont-d'urville,rue,16
1498,dunes,rue des,19
1499,dunkerque,rue de,9
1500,dunois,rue,13
1501,duperré,rue,9
1502,dupetit-thouars,cite,3
1503,dupetit-thouars,rue,3
1504,duphot,rue,1-8
1505,dupin,rue,6
1506,duplan,cité,16
1507,dupleix,place,15
1508,dupleix,rue,15
1509,dupont,cité,11
1510,dupont,villa,16
1511,dupont-de-l'eure,rue,20
1512,dupont-des-loges,rue,17
1513,dupuis,rue,3
1514,dupuy,impasse,18
1515,dupuy-de-lome,rue,13
1516,dupuytren,rue,6
1517,duquesne,avenue,7
1518,durance,rue de la,12
1519,duranti,rue,11
1520,durantin,rue,18
1521,duranton,rue,15
1522,duras,rue de,8
1523,durel,cité,18
1524,duret,rue,16
1525,duris,rue,20
1526,durmar,cité,11
1527,duroc,rue,7
1528,durouchoux,rue,14
1529,dury,impasse,15
1530,dury-vasselon,villa,20
1531,du sommerard,rue,5
1532,dussoubs,rue,2
1533,duthy,villa,14
1534,dutot,rue,15
1535,duvergier,rue,19
1536,duvivier,rue,7
1537,eaux,rue des,16
1538,ebelmen,rue,12
1539,éblé,rue,7
1540,ebre,rue de l',13
1541,échaudé,rue de l,6
1542,echelle,rue de l',1
1543,echiquier,rue de l',10
1544,ecluses-saint-martin,rue des,10
1545,école,place de l',1
1546,école-de-medecine,rue de l',6
1547,école-militaire,place de l',7
1548,école-polytechnique,rue de l',5
1549,écoles,cité des,20
1550,écoles,rue des,5
1551,écoliers,passage des,15
1552,économe,rue de l',20
1553,écosse,rue d',5
1554,écouffes,rue des,4
1555,ecrivains-combattants-morts-pour-la-france,square des,16
1556,ecuyers,sentier des,20
1557,edgar-poé,rue,19
1558,edgar-quinet,boulevard,14
1559,edimbourg,rue d',8
1560,edison,avenue,13
1561,edmont-about,rue,16
1562,edmond-flamand,rue,13
1563,edmond-frémy,rue,20
1564,edmond-gondinet,rue,13
1565,edmond-guillout,rue,15
1566,edmond-roger,rue,15
1567,edmond-rostand,place,6
1568,edmond-rousse,rue,14
1569,edmond-valentin,rue,7
1570,édouard-colonne,rue,1
1571,édouard-detaille,rue,17
1572,édouard-fournier,rue,16
1573,édouard-jacques,rue,14
1574,édouard-lockroy,rue,11
1575,édouard-manet,rue,13
1576,édouard-pailleron,rue,19
1577,édouard-quenu,rue,5
1578,édouard-renard,place,12
1579,édouard-robert,rue,12
1580,édouard-vii,rue,9
1581,édouard-vaillant,avenue,16
1582,édouard-vaillant,square,20
1583,égalité,rue de l,19
1584,eginhard,rue,4
1585,églantiers,rue des,20
1586,église,impasse de l',15
1587,église,rue de l',15
1588,elgé,cité,19
1588 bis,élie,cité,15
1589,élie-de-beaumont,rue,17
1590,élisa-borey,rue,20
1591,élisa-lemonnier,rue,12
1592,élisée-reclus,avenue,73
1593,élysée,rue de l,8
1594,elysee-des-beaux-arts,rue de l',18
1595,élysée-ménilmontant,rue de l',20
1596,elzévir,rue,3
1597,emélie,impasse,19
1598,emeriau,rue,15
1599,emile-acollas,avenue,7
1600,émile-allez,rue,17
1601,emile-augier,boulevard,16
1602,émile-augier,rue,16
1603,emile-bergerat,avenue,16
1604,émile-bertin,rue,18
1605,émile-blémont,rue,18
1606,émile-chaine,rue,18
1606 bis,émile-chautemps,square,3
1606 ter,émile-cohl,square,12
1607,emile-deschanel,avenue,7
1608,émile-deslandres,rue,13
1609,émile-desvaux,rue,19
1610,emile-deutsch-de-la-meurthe,rue,14
1611,émile-dubois,rue,14
1612,émile-duclaux,rue,15
1613,émile-duployé,rue,18
1613 bis,emile-faguet,rue,14
1614,émile-gilbert,rue,12
1615,émile-goudeau,place,18
1616,emile-landrin,place,20
1617,émile-landrin,rue,20
1618,emile-laurent,avenue,12
1619,émile-lepeu,rue,11
1620,émile-levassor,rue,13
1621,émile-level,rue,17
1622,émile-loubet,villa,19
1623,émile-massard,avenue,17
1624,émile-menier,rue,16
1625,émile-meyer,villa,16
1626,émile-pierre-casel,rue,20
1627,émile-pouvillon,avenue,7
1627 bis,émile-reynaud,rue,19
1628,émile-rostan,rue,13
1629,émile-zola,avenue,15
1630,émile-zola,square,15
1631,émilio-castelar,rue,12
1632,émmanuel-chabrier,square,17
1633,emmanuel-chauviere,rue,15
1634,emmery,rue,20
1635,encheval,rue de l',19
1636,enfant-jesus,impasse de l',15
1637,enfer,passage d',14
1638,enghien,rue d',10
1639,entrepots,rue des,18
1640,entrepreneurs,passage des,15
1641,entrepreneurs,rue des,15
1642,entrepreneurs,villa des,15
1643,envierges,cité des,20
1644,envierges,rue des,20
1645,epargne,passage de l',19
1646,épée-de-bois,rue de l',5
1647,eperon,rue de l',6
1648,épinettes,impasse des,17
1649,épinettes,passage des,14
1650,épinettes,rue des,17
1650 bis,épinettes,square des,17
1651,équerre,rue de l',19
1652,érard,impasse,12
1653,érard,rue,12
1654,érasme,rue,5
1655,erckmann-chatrian,rue,18
1656,erlanger,avenue,16
1657,erlanger,rue,16
1658,erlanger,villa,16
1659,ermitage,avenue de l',16
1660,ermitage,rue de l',20
1661,ermitage,villa l',20
1662,ernest,rue,13
1663,ernest-cresson,rue,14
1664,ernest-gouin,rue,17
1665,ernest-hébert,rue,16
1666,ernest-lacoste,rue,12
1667,ernest-lavisse,rue,12
1668,ernest-lefébure,rue,12
1669,ernest-lefevre,rue,20
1670,ernest-psichari,rue,7
1671,ernest-renan,avenue,15
1672,ernest-renan,rue,15
1673,ernest-reyer,rue,14
1674,ernest-roche,rue,17
1675,ernest-et-henri-rouselle,rue,13
1676,ernestine,rue,18
1677,escaut,rue de l',19
1678,espérance,rue de l',13
1679,esquirol,rue,13
1680,essai,rue de l',5
1681,est,rue de l',20
1682,esterel,square,20
1683,estienne-d'orves,place d',9
1684,estrapade,place de l',5
1685,etrapade,rue de l',5
1686,estrées,rue d',7
1687,états-unis,place des,16
1688,etex,rue,18
1689,etex,villa,18
1690,étienne-delaunay,passage,11
1691,étienne-dolet,rue,20
1692,étienne-jodelle,rue,18
1693,étienne-marcel,rue,1-2
1694,étienne-marcel prolongée,rue,3
1695,étienne-marey,rue,20
1696,étienne-marey,villa,20
1697,étoile,place de l',17
1698,étoile,rue de l',17
1699,étoile-d'or,cour de l',11
1700,étuves-saint-martin,rue des,4
1701,eugène-brieux,avenue,16
1702,eugène-carrière,rue,18
1703,eugène-delacroix,rue,16
1704,eugène-flachat,rue,17
1705,eugène-fournière,rue,18
1706,eugène-gibez,rue,15
1707,eugène-jumin,rue,19
1708,eugène-labiche,rue,16
1709,eugène-leautey,villa,13
1710,eugène-leblanc,villa,19
1711,eugéne-manuel,rue,16
1712,eugène-manuel,villa,16
1713,eugène-millon,rue,15
1714,eugène-oudiné,rue,13
1715,eugène-pelletan,rue,14
1716,eugène-poubelle,rue,16
1717,eugène-reisz,rue,20
1718,eugène-spuller,rue,3
1719,eugène-sue,rue,18
1720,eugène-varlin,rue,10
1721,eugène-legrand,rue,20
1722,euler,rue,8
1723,eupatoria,passage d',20
1724,eupatoria,rue d',20
1725,eure,rue de l',14
1726,europe,place de l',8
1727,euryale-dehaynin,rue,19
1728,évangile,rue de l',18
1729,éveillard,impasse,20
1730,evette,rue,18
1731,exelmans,boulevard,16
1732,expert,passage,17
1733,exposition,rue de l',75
1734,eylau,avenue d',16
1735,eylau,villa d',16
1736,fabert,rue,71
1737,fabre-d'églantine,rue,12
1738,fabriques,cour des,11
1739,fagon,rue,13
1740,faidherbe,rue,11
1741,faisanderie,rue de la,16
1742,falaise,cité,18
1743,falaises,villa des,20
1744,falconet,rue,18
1745,faldony,impasse,17
1746,falgiere,cite,15
1747,falguière,passage,15
1748,falguiere,place,15
1749,falguiere,rue,15
1750,fallempin,rue,15
1751,fanny,rue,17
1752,fantin-latour,rue,16
1753,faraday,rue,17
1754,faucheur,villa,20
1755,faucheurs,allée des,19
1756,fauconnier,rue du,4
1757,faustin-hélie,rue,16
1758,fauvet,rue,18
1759,favart,rue,2
1760,favorites,rue des,15
1761,fécamp,rue de,12
1762,fédération,rue de la,15
1763,félibien,rue,6
1764,félicien-david,rue,16
1765,félicien-rops,avenue,13
1766,félicité,rue de la,17
1767,félix-éboué,place,12
1768,félix-faure,avenue,15
1769,felix-faure,place,15
1770,félix-faure,rue,15
1771,félix-faure,villa,19
1772,félix-huguenet,rue,20
1773,félix-pécaut,rue,17
1774,félix-terrier,rue,20
1775,félix-voisin,rue,11
1776,félix-ziem,rue,18
1777,fénelon,cité,9
1778,fénelon,rue,10
1779,fenoux,rue,15
1780,fer-a-moulin,rue du,5
1781,ferdinand-berthoud,rue,3
1781 bis,ferdinand-brunot,place,14
1781 ter,ferdinand-brunot,square,14
1782,ferdinand-buisson,avenue,16
1783,ferdinand-de-behagle,rue,12
1784,ferdinand-duval,rue,4
1785,ferdinand-fabre,rue,15
1786,ferdinand-flocon,rue,18
1787,ferdinand-gambon,rue,20
1788,ferembach,cité,17
1789,fermat,rue,14
1790,fermes,cour des,1
1791,ferme-saint-lazare,passage et cour de la,10
1792,ferme-saint-lazare,passage et cour de la,10
1793,fermiers,rue des,17
1794,fernand-bournon,rue,20
1795,fernand-cormon,rue,17
1796,fernand-forest,place,15
1797,fernand-foureau,rue,12
1798,fernand-labori,rue,18
1799,fernand-pelloutier,rue,17
1800,fernand-widal,rue,13
1801,férou,rue,6
1802,ferronnerie,rue de la,1
1803,ferrus,rue,14
1804,fessart,rue,19
1805,fétes,place des,19
1806,fétes,rue des,19
1807,feuillantines,rue des,5
1808,feutrier,rue,18
1809,feydeau,rue,2
1810,fidélité,rue de la,10
1811,figuier,rue du,4
1812,filles-du-calvaire,boulevard des,3-11
1813,filles-du-calvaire,rue des,3
1814,filles-saint-thomas,rue des,2
1815,fillettes,chemin des,18
1816,fillettes,rue des,18
1817,finet,impasse,20
1818,firmin-gémier,rue,18
1819,fizeau,rue,15
1820,flamands,cité des,19
1821,flandre,passage de,19
1822,flandre,rue de,19
1823,flandrin,boulevard,16
1824,flatters,rue,5
1825,fléchier,rue,9
1826,fleurs,cité des,17
1827,fleurs,impasse des,17
1828,fleurs,quai aux,4
1829,fleurus,rue de,6
1830,fleury,impasse,20
1831,fleury,rue,18
1832,flore,villa,16
1833,floréal,rue,17
1834,florence,rue de,8
1835,florence-blumenthal,rue,16
1836,florentine,cité,19
1837,florian,rue,20
1838,florimont,impasse,14
1839,flourens,passage,17
1840,foch,avenue,16
1841,foin,rue du,3
1842,folie-mericourt,rue de la,11
1843,folie-regnault,passage de la,11
1844,folie-regnault,rue de la,11
1845,fondary,rue,15
1846,fondary,villa,15
1847,fonderie,impasse de la,13
1848,fonderie,passage de la,11
1849,fonds-verts,rue des,12
1850,fontaine,rue,9
1851,fontaine-a-mulard,rue de la,13
1852,fontaine-au-roi,rue de la,11
1853,fontaine-d'hautpoul,impasse de la,19
1854,fontaine-du-but,rue de la,17
1855,fontaines-du-temple,rue des,3
1856,fontarabie,rue de,20
1857,fontenay,villa de,19
1858,fontenoy,place de,7
1859,forceval,rue,19
1860,forest,rue,18
1861,forez,rue du,3
1862,forge-royale,rue de la,11
1863,forges,rue des,2
1864,fort-de-vaux,boulevard du,17
1865,fortin,impasse,8
1866,fortuny,rue,17
1867,fosse-becot,rue de la,19
1868,fossés-saint-bernard,rue des,5
1869,fosses-saint-jacques,rue des,5
1870,fossés-saint-marcel,rue des,5
1871,fouarre,rue du,5
1872,foubert,passage,13
1873,foucault,rue,16
1874,fougeres,rue des,20
1875,fouquet,rue,17
1876,four,rue du,6
1877,fourcade,rue,15
1878,fourcroy,rue de,17
1879,fourcy,rue de,4
1880,fourneyron,rue,17
1881,fours-a-chaux,passage des,19
1882,foyatier,rue,18
1883,fragonard,rue,17
1884,francaise,rue,2
1885,franche-comte,rue,3
1886,franchemont,impasse,11
1887,francis-de-pressensé,rue,14
1888,francis-garnier,rue,17
1889,francisque-sarcey,rue,16
1890,francoeur,rue,18
1891,francois-bonvin,rue,15
1892,francois-coppée,rue,15
1893,francois-de-neufchateau,rue,11
1894,francois-gérard,rue,16
1895,francois-guibert,rue,15
1896,francois-millet,rue,16
1897,francois-miron,rue,4
1898,francois-mouthon,rue,15
1899,francois-pinton,rue,19
1900,francois-ponsard,rue,16
1901,francois-1er,place,8
1902,francois-1er,rue,8
1903,francois-villon,rue,15
1904,franco-russe,avenue,7
1905,francs-bourgeois,rue des,3-4
1906,franklin,rue,16
1907,franklin-d-roosevelt,avenue,8
1908,franquet,rue,15
1909,franqueville,rue de,16
1910,fraternité,rue de la,19
1911,frédéric-bastiat,rue,8
1912,frédéric-brunet,rue,17
1913,frédérick-lemaitre,rue,20
1914,frédéric-le-play,avenue,7
1915,frédéric-lolliée,rue,20
1916,frédéric-magisson,rue,15
1917,frédéric-mistral,rue,15
1918,frédéric-mourlon,rue,19
1919,frédéric-passy,avenue,14
1920,frédéric-sauton,rue,5
1921,frédéric-schneider,rue,18
1922,frédéric-vallois,square,15
1923,frémicourt,rue,15
1924,frémiet,avenue,16
1925,fréquel,passage,20
1926,freres-perier,rue des,16
1927,fresnel,rue,16
1928,freycinet,rue,16
1929,friant,rue,14
1930,friedland,avenue de,8
1931,frochot,avenue,9
1932,frochot,rue,9
1933,froideveaux,rue,14
1934,froissart,rue,3
1935,froment,rue,11
1936,fromentin,rue,9
1937,fructidor,rue,17
1938,fulton,rue,18
1939,furetiere,rue,12
1940,furstenberg,rue de,6
1941,furtado-heine,rue,4
1942,fustel-de-coulanges,rue,5
1943,gabon,rue du,12
1944,gabriel,avenue,8
1945,gabriel,villa,15
1946,gabriel-bonvalot,avenue,12
1947,gabriel-fauré,square,17
1948,gabriel-lamé,rue,12
1949,gabriel-laumain,rue,10
1950,gabriel-péri,place,8
1951,gabriel-vicaire,rue,3
1952,gabrielle,rue,18
1953,gager-gabillot,rue,15
1954,gagliardini,villa,20
1955,gaillon,place,2
1956,gaillon,rue,2
1957,gaité,impasse de la,14
1958,gaité,rue de la,14
1959,galande,rue,5
1960,galilee,rue,8-16
1961,galleron,rue,20
1962,galliera,rue de,16
1963,galvani,rue,17
1964,gambetta,avenue,20
1965,gambetta,passage,20
1966,gambetta,place,20
1967,gambey,rue,11
1968,gandon,rue,13
1969,gandon,ruelle,13
1970,ganneron,passage,18
1971,ganneron,rue,18
1972,garancière,rue,6
1973,gardes,rue des,18
1974,gare,boulevard de la,13
1975,gare,quai de la,13
1976,gare,rue de la,19
1977,gare-de-reuilly,rue de la,12
1978,garibaldi,boulevard,15
1979,garnier,impasse,15
